视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
1283.537,底部弹幕,中,红,1596210861,0,a4888749,36211883633541123,明示投币[doge]
995.076,底部弹幕,中,蓝,1596210683,0,76c42eff,36211790392590341,此时一只超能力者失去了梦想
1374.497,普通弹幕,中,白,1596210436,0,59365a0f,36211660553191431,欧尼酱阿里卡多
1170.989,普通弹幕,中,粉,1596210191,0,b31fc191,36211532327550983,美砂？？。
784.18,普通弹幕,中,白,1596208285,0,3fc41fa7,36210532954406917,野原黑子
544.717,普通弹幕,中,白,1596208158,0,f7c67a54,36210466519252995,给俺康康
129.7,普通弹幕,中,白,1596207924,0,683c61ea,36210343720517635,黑子黑子
1340.338,底部弹幕,中,黄,1596207762,0,666d9a7,36210258816794631,上一个无敌的已经在太空停止了思考
10.819,普通弹幕,中,白,1596207741,0,6a0257a3,36210247515242499,洗澡歌
144.217,普通弹幕,中,白,1596207668,0,a726dde1,36210209274724357,哔哩哔哩( ゜ —゜)つロ 乾杯~
58.459,普通弹幕,中,白,1596207469,0,a726dde1,36210105003802631,魔法
903.522,底部弹幕,中,黄,1596207265,0,666d9a7,36209998157053957,可丽饼=法国煎饼果子
1146.54,底部弹幕,中,红,1596206645,0,236cf6ff,36209672918663171,抢劫不带枪至少带把刀吧
369.144,普通弹幕,中,白,1596206634,0,a7f7f623,36209667465019463,男主呢？
641.255,普通弹幕,中,白,1596206397,0,fe1386c7,36209543320961031,炊事班都看见了
484.472,普通弹幕,中,白,1596206166,0,175d4344,36209421969784837,摄影师鸡腿里找大米
323.924,普通弹幕,中,白,1596206087,0,b2cd9e02,36209380404756487,卓别林
111.209,底部弹幕,中,白,1596205481,0,2231bea8,36209062797901829,贝蒂
163.06,普通弹幕,中,白,1596205205,0,2f260f07,36208917873164293,老规矩OP只看一次
1248.748,普通弹幕,中,黄,1596204941,0,9019e60c,36208779496783879,专业团队已经预定好了
1079.032,普通弹幕,中,白,1596204273,0,af1e7543,36208429400326149,黑油黑子好可爱啊！
1077.871,普通弹幕,中,白,1596204258,0,af1e7543,36208421515034631,黑子太可爱了吧
492.109,普通弹幕,中,白,1596204086,0,67b34d89,36208331397791749,摘下眼镜自然清晰
858.558,底部弹幕,中,红,1596203994,0,ebea16e2,36208283319009283,威严
18.815,普通弹幕,中,红,1596203809,0,b613c45f,36208186311049223,危   小混混   危
38.601,普通弹幕,中,白,1596203662,0,ef7666f7,36208109302579207,混混快跑
480.419,底部弹幕,中,红,1596203396,0,d06f8b07,36207969805271043,能力是，念写！
160.261,底部弹幕,中,红,1596202972,0,d06f8b07,36207747191537667,站长力荐
1111.23,普通弹幕,中,白,1596202865,0,950eb817,36207691306106887,崔佛，麦克。小富
1086.706,普通弹幕,中,白,1596202814,0,950eb817,36207664618799109,麦——克——
1328.805,普通弹幕,中,白,1596202512,0,c9c3e590,36207505989173253,◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣WARNING◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥
139.467,普通弹幕,中,红,1596202479,0,7f37a4e1,36207489084030979,前方高能！
633.649,底部弹幕,中,白,1596202328,0,c9db8ba6,36207409565270019,泪爷简直是理想女友……
533.013,底部弹幕,中,白,1596202190,0,c9db8ba6,36207337296887811,前方上升气流
536.994,普通弹幕,中,白,1596201730,0,e3fdd1bb,36207096326782981,泪爷
441.945,普通弹幕,中,白,1596201639,0,e3fdd1bb,36207048607662087,当麻教主:就这？？
646.092,普通弹幕,中,白,1596201441,0,724cab3d,36206944845299717,LV0在此
190.98,普通弹幕,中,白,1596201337,0,e3fdd1bb,36206890252763207,教主
1165.049,普通弹幕,中,白,1596201312,0,62cb2615,36206877006102535,宝宝巴士魔鬼
665.896,普通弹幕,中,黄,1596200857,0,df3fe952,36206638778023941,拿错剧本了，看魔禁剧本进超炮
1002.374,普通弹幕,中,白,1596199280,0,4bdb0989,36205811902971911,生无可恋的炮姐
109.059,普通弹幕,中,白,1596199077,0,b7a7c752,36205705205121029,有男主吗？
610.974,普通弹幕,中,白,1596198866,0,4bdb0989,36205594912227335,报告，医疗兵也能看到
184.396,普通弹幕,中,白,1596198615,0,d8fa0b52,36205462881304583,爷青回
