视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
1277.783,普通弹幕,中,红,1585929095,0,54762795,30821276816769027,下辈子注意点好就好了
1237.743,普通弹幕,中,红,1585929029,0,54762795,30821242122010629,危！！！！
1310.143,普通弹幕,中,白,1585928581,0,599e1328,30821007663562759,车质量真好
30.581,普通弹幕,中,红,1585928376,0,54762795,30820899895640067,救救孩子吧
731.156,普通弹幕,中,白,1585927999,0,599e1328,30820702188208135,这个妹妹配音是不是从零开始的异世界那个图书馆魔法师
343.3,普通弹幕,中,白,1585927262,0,24d65459,30820315800010757,补九岁的番
95.634,普通弹幕,中,粉,1585927116,0,77e8e990,30820239364063235,考古
779.288,普通弹幕,中,黄,1585926437,0,f7de1f86,30819883232002051,吼吼吼
164.419,普通弹幕,中,白,1585926293,0,e8655fb5,30819807988285443,当麻嘞…
170.587,普通弹幕,中,白,1585926125,0,3d8170f3,30819720021147653,敬礼
627.627,普通弹幕,中,白,1585925663,0,105d5be6,30819477515927559,还狙击手，步兵营都看见了
11.783,普通弹幕,中,白,1585925499,0,371b1938,30819391536365573,只为听歌
54.916,底部弹幕,中,白,1585925427,0,d573c47a,30819353955926019,钞能力
216.513,普通弹幕,中,白,1585925399,0,dbff4a1b,30819339100749891,说是魔禁的出来挨打
53.464,底部弹幕,中,白,1585925396,0,d573c47a,30819337922150407,挖掘机
24.3,普通弹幕,中,白,1585925001,0,35e60ec6,30819130361249799,走好
1065.717,普通弹幕,中,白,1585924938,0,98b7bc50,30819097656164359,红红火火恍恍惚惚
1067.461,普通弹幕,中,白,1585924921,0,6d68ec6f,30819088765288451,梦开始的地方
1381.194,普通弹幕,中,白,1585924758,0,3e61afbe,30819003215118343,男主呢？都一集了，男主在哪？
765.764,普通弹幕,中,白,1585924652,0,98b7bc50,30818947838771207,哈哈
842.353,普通弹幕,中,白,1585924309,0,3e61afbe,30818767873769479,男主呢？男主是谁？咋还没出现？
954.826,普通弹幕,中,红,1585924303,0,33a4f4a8,30818764821889031,夏娜！！！
292.349,普通弹幕,中,白,1585924166,0,98b7bc50,30818692684578821,哈哈
327.841,普通弹幕,中,白,1585924078,0,66ca608,30818646719725575,补六岁时的番
157.819,普通弹幕,中,白,1585924026,0,98b7bc50,30818619183595525,起立！
144.058,普通弹幕,中,白,1585923873,0,dc69cff,30818539231772677,害怕
203.951,普通弹幕,中,白,1585923559,0,3e61afbe,30818374498910215,歌好听，女主好看
325.029,普通弹幕,中,白,1585923466,0,898c7db7,30818325655191619,司令部都看清楚了
337.549,普通弹幕,中,白,1585922918,0,223533d4,30818038432923653,全TM小屁孩
1089.385,底部弹幕,中,红,1585922228,0,e74a67c8,30817676963610631,少先队员大队长上线
1307.417,普通弹幕,中,白,1585922135,0,fa352bef,30817628055404551,张-----------三-------------
1240.097,普通弹幕,中,白,1585922035,0,fa352bef,30817575774453767,R.I.P
1135.56,普通弹幕,中,白,1585922003,0,3d6115fe,30817558516465671,绑——匪——
162.15,普通弹幕,中,白,1585921983,0,882c81c0,30817548388794371,温习一遍
10.017,普通弹幕,中,红,1585921730,0,c0e56896,30817415582449667,心火烧
286.988,普通弹幕,中,白,1585921226,0,7ff2fa4,30817151607635971,平角裤
489.299,普通弹幕,中,白,1585920416,0,5f91f143,30816726488711173,报告吉吉国王没有发现毛毛
477.757,底部弹幕,中,黄,1585919967,0,151e3c3d,30816490963337221,摄影师今晚吃道具师
1104.212,普通弹幕,中,白,1585919762,0,ade13711,30816383709216775,快点跑啊，还讲什么话，快点不然来不及了
953.001,普通弹幕,中,白,1585919590,0,ade13711,30816293911789575,炮姐哈哈哈哈
682.496,普通弹幕,中,红,1585919538,0,b090295a,30816266391912455,好了，接下来她说的每一句话都是看过剧本的了
287.046,底部弹幕,中,白,1585919373,0,58df3a64,30816180061077507,回放
343.87,普通弹幕,中,绿,1585919127,0,b090295a,30816051045859335,这是女校啊
265.707,普通弹幕,中,绿,1585919040,0,b090295a,30816005283381253,男主是呱太
129.254,普通弹幕,中,红,1585918766,0,dfa2176e,30815861660450823,就是贝蒂啊！同一个声优！！！！！
552.576,普通弹幕,中,白,1585918642,0,56427c66,30815796511899653,要这么开放吗？
1313.021,普通弹幕,中,白,1585918225,0,89312161,30815577957728263,雷影
64.288,普通弹幕,中,白,1585917866,0,f4520166,30815389768744963,替身
572.206,普通弹幕,中,黄,1585917794,0,4e923e1e,30815352183062535,好啊
526.366,普通弹幕,中,黄,1585917743,0,4e923e1e,30815325195337735,妙不可言
57.238,普通弹幕,中,白,1585917329,0,4e923e1e,30815108022140931,学生的力量
1311.22,底部弹幕,中,白,1585917001,0,1be2f510,30814936225021957,狙击手：安全裤。。。。
345.3,普通弹幕,中,黄,1585916852,0,749fa55f,30814858371923971,全女的就离谱
155.923,普通弹幕,中,白,1585916664,0,1ce2d26a,30814759333920771,最爱的op了
773.943,普通弹幕,中,白,1585916607,0,9632d1e7,30814729415426051,哇哦
1357.98,普通弹幕,中,白,1585916517,0,43645412,30814682258866183,放下屠刀立地成佛
1093.826,普通弹幕,中,白,1585915425,0,ca7ca79b,30814109731127301,劫匪快跑，不然来不及了！
1242.4,普通弹幕,中,白,1585915290,0,3685006d,30814039271014405,一路走好，那位兄弟
759.918,普通弹幕,中,紫,1585915197,0,ab631e9d,30813990440927239,hhh
706.212,普通弹幕,中,白,1585914971,0,ca7ca79b,30813871959179271,上了贼船
434.711,普通弹幕,中,黄,1585914940,0,b6184027,30813855785943045,好...好大的威力！
953.292,普通弹幕,中,白,1585914901,0,3685006d,30813835029905411,๑乛◡乛๑
40.564,普通弹幕,中,白,1585914882,0,90a34c93,30813825152843779,小———-混混-
448.31,普通弹幕,中,黄,1585914659,0,6312085f,30813708321554435,原来这就是bilibili硬币的起源
