视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
20.841,普通弹幕,中,白,1564156521,0,fa042ead,19406177665286146,熟悉的小混混
245.399,普通弹幕,中,白,1564155189,0,7067286e,19405479587872768,夹击妹抖
1250.673,普通弹幕,中,白,1564155057,0,7c02ba8c,19405410328903684,壮士走好
1101.376,底部弹幕,中,黄,1564154813,0,b0f933d6,19405282448244736,白的白的
897.258,底部弹幕,中,红,1564154292,0,b0f933d6,19405008953933824,坦荡如砥
390.248,普通弹幕,中,白,1564154120,0,ad469282,19404918722396160,两胸对比
717.973,底部弹幕,中,白,1564154086,0,b0f933d6,19404901096357892,夹击妹抖
1491.213,普通弹幕,中,白,1564153481,0,660b29a7,19404583937769474,黑子的男主
1308.187,普通弹幕,中,白,1564153266,0,660b29a7,19404470987784192,电击小子与电击公主
434.761,普通弹幕,中,白,1564153254,0,bc69ac8f,19404464668016640,开炮！！！！
428.341,普通弹幕,中,白,1564153243,0,bc69ac8f,19404459132583938,开炮！！！
421.601,普通弹幕,中,白,1564153231,0,bc69ac8f,19404452686987264,开炮！！
417.401,普通弹幕,中,白,1564153216,0,bc69ac8f,19404444863037442,开拍
941.333,底部弹幕,中,白,1564152564,0,1ffa85f5,19404103344979972,233
1062.689,普通弹幕,中,白,1564152504,0,4168d744,19404071666974722,小新
793.28,普通弹幕,中,白,1564152405,0,1ffa85f5,19404019972702208,a w s l
774.08,底部弹幕,中,黄,1564152356,0,1ffa85f5,19403993787138048,橘里橘气
823.92,普通弹幕,中,白,1564152265,0,4168d744,19403946498981890,bhbhbh
1120.832,普通弹幕,中,白,1564152139,0,d7312f6a,19403880479064064,壮士走好
180.714,普通弹幕,中,白,1564152096,0,6c08a9e,19403857946214400,竟然没有魔鬼
769.174,普通弹幕,中,白,1564151270,0,2d658236,19403424896385152,优秀
13.738,普通弹幕,中,白,1564150941,0,d7312f6a,19403252026048512,考古
550.066,普通弹幕,中,白,1564150923,0,2fbbc503,19403242894000130,干得漂亮
545.76,普通弹幕,中,白,1564150673,0,2fbbc503,19403111423016960,哈哈哈哈
1139.553,普通弹幕,中,白,1564150470,0,5d8610f4,19403005223239680,反派死于话多
41.78,普通弹幕,中,白,1564150218,0,4168d744,19402873292455938,走好
552.898,普通弹幕,中,白,1564150165,0,2efb279e,19402845477404674,路人脑袋180度反转了
468.683,底部弹幕,中,白,1564150084,0,bf26a44b,19402802804031490,炮姐最初是有胸哒
1237.003,普通弹幕,中,红,1564149747,0,82fe5c36,19402626099052544,走好不送
1503.057,底部弹幕,中,红,1564149422,0,96a46a5e,19402455806115842,无正篇
1479.71,底部弹幕,中,红,1564149373,0,96a46a5e,19402430194647040,炮姐赛高
1245.757,普通弹幕,中,白,1564149368,0,d546df55,19402427626160128,一路走好
1414.23,底部弹幕,中,红,1564149293,0,96a46a5e,19402388028784644,爹妈飞
1246.68,普通弹幕,中,白,1564149252,0,a3cb26ef,19402366523015168,壮士走好不送
348.033,普通弹幕,中,白,1564149195,0,8f6b8ac,19402336846217218,求bgm
1338.142,底部弹幕,中,红,1564149189,0,96a46a5e,19402333392732224,铁甲好好看
1112.15,底部弹幕,中,红,1564148945,0,96a46a5e,19402205630562304,好汉走好不送
21.587,普通弹幕,中,白,1564148878,0,c2de6fe1,19402170336018436,活着不好吗
329.826,普通弹幕,中,白,1564148783,0,7be6fa4d,19402120552775680,真的没有男主？
6.038,普通弹幕,中,白,1564148752,0,8f6b8ac,19402104717180932,梦开始的地方
805.841,底部弹幕,中,黄,1564148608,0,96a46a5e,19402029250117634,橘里橘气的
677.571,底部弹幕,中,红,1564148413,0,96a46a5e,19401926870827008,炮姐第三名
174.931,普通弹幕,中,白,1564148378,0,6e4859e,19401908523368450,bilibili
553.785,底部弹幕,中,红,1564148271,0,96a46a5e,19401852534652994,海渊之泪，爷的衣柜
