视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
247.412,普通弹幕,中,白,1517586938,0,a2025508,2907071380455424,你指尖跃动的闪电是我不变的信仰，唯我超电磁炮永世长存
1173.842,普通弹幕,中,白,1517586928,0,12f519e7,2907071379406848,八爷呢？你宿敌在这？
1241.833,普通弹幕,中,白,1517586677,0,b3ce1696,2907071377833984,一路走好。。
995.408,普通弹幕,中,白,1517586435,0,b3ce1696,2907071376785408,噗。。
918.687,普通弹幕,中,白,1517586326,0,b3ce1696,2907071375736832,青蛙本体没错了
406.099,普通弹幕,中,红,1517585226,0,ee65e905,2907071372066816,人家是空间移动，不是丢。。。
271.573,普通弹幕,中,黄,1517585065,0,ee65e905,2907071369969728,有男主，但是近几集内露脸都是问题
131.648,普通弹幕,中,黄,1517584946,0,ee65e905,2907071368921088,贝蒂配音演员的出道作品就是白井黑子
1474.671,底部弹幕,小,黄,1517584530,0,9988c7ab,2907071367348224,......
514.039,底部弹幕,中,黄,1517584408,0,8bacfee6,2907071366299648,我是纯洁的白色
1303.559,普通弹幕,中,白,1517584343,0,84da85f5,2907071365251072,城市破坏者
562.199,普通弹幕,中,白,1517583948,0,84da85f5,2907071364202496,不是女性吗？怎么有男的
511.752,普通弹幕,中,白,1517583866,0,84da85f5,2907071363153920,那个，手感怎么样？
278.118,普通弹幕,中,白,1517583553,0,84da85f5,2907071362629632,前方高能预警！
279.668,普通弹幕,中,白,1517583540,0,7c978082,2907071361581056,切~安全裤
1400.538,普通弹幕,中,红,1517583483,0,7a399a29,2907071360008192,前方小高能
155.612,底部弹幕,中,黄,1517583180,0,9988c7ab,2907071357911040,你指尖跃动的电光，是我此生不灭的信仰，唯我超电磁炮永世长存
1314.376,普通弹幕,中,白,1517582279,0,d0313a6d,2907071356862464,他走的很安详
525.461,普通弹幕,中,白,1517581478,0,d0313a6d,2907071355813888,无路赛
29.652,普通弹幕,中,白,1517580975,0,d0313a6d,2907071353192448,活着不好吗
169.611,普通弹幕,中,红,1517578286,0,7d6eb928,2907071347425280,我电磁炮永世长存
166.283,普通弹幕,中,红,1517578255,0,7d6eb928,2907071346376704,唯我超电磁炮永世长存唯我超电磁炮永世长存唯我超电磁炮永世长存
375.856,普通弹幕,中,白,1517578233,0,f20597a,2907071345328128,x5
164.235,普通弹幕,中,红,1517578160,0,7d6eb928,2907071344279552,你指尖跃动的电光是我此生不变的信仰唯我超电磁炮永世长存
243.055,普通弹幕,中,白,1517578090,0,f20597a,2907071343230976,x3
24.24,普通弹幕,中,白,1517577867,0,f20597a,2907070741348352,计数君好好干
