视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
112.221,普通弹幕,中,白,1531670204,0,b9c1ca85,2907168235847680,贝蒂？
26.641,普通弹幕,中,白,1531670109,0,b9c1ca85,2907168234799104,快跑阿阿阿
228.681,普通弹幕,中,白,1531669501,0,b6b6d173,2907168232701952,新人补番
42.125,普通弹幕,中,白,1531669131,0,dd7e5641,2907168229556224,18年7月15的，我也是
1247.035,普通弹幕,中,白,1531668826,0,1b7c53c,2907168228507648,壮士走好
1236.959,普通弹幕,中,白,1531668750,0,4f46a11,2907168227459072,壮士走好
479.01,普通弹幕,中,白,1531668561,0,c879b352,2907168226934784,天堂´･ᴗ･`哦ᝰ
1039.002,普通弹幕,中,白,1531668546,0,4f46a11,2907168225886208,憨豆的泥垢了
1000.809,普通弹幕,中,白,1531668491,0,4f46a11,2907168224837632,噗嗤
942.121,普通弹幕,中,白,1531668430,0,4f46a11,2907168222740480,真香
291.014,普通弹幕,中,白,1531668318,0,c879b352,2907168222216192,黑子说的对
775.386,普通弹幕,中,白,1531667473,0,4f46a11,2907168216449024,百合大法好啊
676.982,普通弹幕,中,红,1531667296,0,f417d3eb,2907168215924736,男主只是客串的
976.772,普通弹幕,中,白,1531666998,0,492dc766,2907168212779008,夏娜瞩目！
347.341,普通弹幕,中,红,1531666942,0,f417d3eb,2907168211730432,这里没有男主
1277.281,普通弹幕,中,白,1531666933,0,86d3b29,2907168211206144,不是50米吗？
1246.402,普通弹幕,中,白,1531666888,0,86d3b29,2907168210157568,终于到我装逼的时候了
265.681,普通弹幕,中,红,1531666843,0,f417d3eb,2907168208060416,只有女主
174.867,普通弹幕,中,白,1531666842,0,4f46a11,2907168207011840,我居然看得见屏幕了
8.361,普通弹幕,中,白,1531666405,0,6ae23351,2907168203866112,炮姐
1240.564,普通弹幕,中,白,1531666086,0,2ea54369,2907168202817536,哈哈哈哈爷裸洗
12.321,普通弹幕,中,白,1531665315,0,895e7adb,2907168200720384,再来一遍
1142.942,普通弹幕,中,白,1531664444,0,1f893540,2907168199671808,头太像
384.101,普通弹幕,中,黄,1531664402,0,c9394491,2907168199147520,一血光子
309.552,普通弹幕,中,白,1531664159,0,f3dc976e,2907168198098944,白色安全裤
1252.562,普通弹幕,中,白,1531664038,0,b1090cef,2907168193380352,一路走好
1175.988,普通弹幕,中,白,1531663957,0,b1090cef,2907168192331776,阿森纳
1250.037,普通弹幕,中,白,1531663940,0,1a73efb8,2907168191283200,上香（滑稽）
504.621,普通弹幕,中,红,1531663922,0,ab34bdcb,2907168190758912,23333333
1114.861,普通弹幕,中,白,1531663896,0,b1090cef,2907168189710336,请开始你的表演
1155.165,普通弹幕,中,白,1531663887,0,d7b7c0ae,2907168188661760,炮姐要装逼了，准备爆米花
858.564,普通弹幕,中,白,1531663625,0,b1090cef,2907168185516032,哈吉没嘛丝带
1321.993,普通弹幕,中,白,1531663622,0,5f8b5e79,2907168184991744,当场去世233333333
511.51,普通弹幕,中,黄,1531663587,0,50fc2d9,2907168183943168,大橘已定
811.693,普通弹幕,中,白,1531663578,0,b1090cef,2907168182894592,哈哈哈哈牛批
694.707,普通弹幕,中,白,1531663567,0,d7b7c0ae,2907168181846016,18年715参上
