视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
162.619,普通弹幕,中,白,1513007113,0,5984a548,2907033844580352,炮姐
651.753,普通弹幕,中,白,1513007095,0,b4154058,2907033843531776,れぉだてぱ
683.543,普通弹幕,中,白,1513005495,0,150d9f61,2907033841434624,不，是美琴大人
654.823,普通弹幕,中,白,1513005342,0,150d9f61,2907033838813184,初春的隐藏属性
698.615,普通弹幕,中,白,1513005087,0,f9e240e0,2907033836716032,风斩冰华那个你退群吧
1459.715,底部弹幕,小,白,1513005004,0,67a06c28,2907033834618880,喵喵喵？
54.869,普通弹幕,中,白,1513004810,0,74ad2142,2907033837764608,辐射4学院？？？
323.072,普通弹幕,中,白,1513004275,0,79bd1d15,2907033831997440,打底裤有缝
1335.923,底部弹幕,中,红,1513004064,0,a78f5fe0,2907033828327424,吾乃玲科百合子
16.638,普通弹幕,中,白,1513002647,0,7f05946a,2907033814171648,补番
1191.572,普通弹幕,中,白,1513002410,0,4056e195,2907033813123072,陨落心炎
1474.628,普通弹幕,小,白,1513002149,0,8f7bb275,2907033811550208,小了吗
857.009,普通弹幕,中,白,1513002043,0,4056e195,2907033811025920,跌跌跌跌跌跌跌跌跌跌跌跌丝袜
851.61,普通弹幕,中,白,1513002012,0,4056e195,2907033809977344,跌丝袜
550.148,普通弹幕,中,白,1513001725,0,c34b7fb2,2907033808928768,掀裙子狂魔
183.801,普通弹幕,中,白,1513001706,0,4846253b,2907033806307328,呀吼呀吼
22.4,底部弹幕,中,黄,1513000523,0,ef94069e,2907033803685888,……
236.498,普通弹幕,中,白,1512999130,0,4466adbd,2907033796345856,没有男主？
331.841,普通弹幕,中,白,1512998953,0,51ece126,2907033795297280,我只看炮姐
147.808,普通弹幕,中,白,1512998931,0,60db89a,2907033791627264,你指尖跃动的电光，是我永生不变的信仰，唯我超电磁炮永世长存
199.222,普通弹幕,中,蓝,1512998748,0,f18b5bf4,2907033790054464,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
197.721,普通弹幕,中,蓝,1512998742,0,f18b5bf4,2907033788481536,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
197.149,普通弹幕,中,蓝,1512998736,0,f18b5bf4,2907033787432960,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
195.797,普通弹幕,中,蓝,1512998731,0,f18b5bf4,2907033786384384,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
194.808,普通弹幕,中,蓝,1512998724,0,f18b5bf4,2907033785335808,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
1368.042,普通弹幕,中,红,1512998497,0,6ca9b0f7,2907033780617216,孩子教大人做人了
193.616,普通弹幕,中,蓝,1512998469,0,f18b5bf4,2907033775898624,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
191.237,普通弹幕,中,蓝,1512998456,0,f18b5bf4,2907033768558592,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
190.083,普通弹幕,中,蓝,1512998452,0,f18b5bf4,2907033767510016,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
186.471,普通弹幕,中,蓝,1512998436,0,f18b5bf4,2907033764364288,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
188.967,普通弹幕,中,蓝,1512998429,0,f18b5bf4,2907033766461440,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
184.587,普通弹幕,中,蓝,1512998428,0,f18b5bf4,2907033763315712,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
184.174,普通弹幕,中,蓝,1512998425,0,f18b5bf4,2907033762267136,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
184.174,普通弹幕,中,蓝,1512998419,0,f18b5bf4,2907033761218560,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
180.682,普通弹幕,中,蓝,1512998400,0,f18b5bf4,2907033755451392,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
179.387,普通弹幕,中,蓝,1512998393,0,f18b5bf4,2907033753878528,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
181.839,普通弹幕,中,蓝,1512998388,0,f18b5bf4,2907033757024256,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
178.225,普通弹幕,中,蓝,1512998387,0,f18b5bf4,2907033752829952,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
177.543,普通弹幕,中,蓝,1512998384,0,f18b5bf4,2907033751781376,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
176.229,普通弹幕,中,蓝,1512998379,0,f18b5bf4,2907033750208512,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
173.674,普通弹幕,中,蓝,1512998370,0,f18b5bf4,2907033748111360,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
172.469,普通弹幕,中,蓝,1512998364,0,f18b5bf4,2907033747062784,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
192.462,普通弹幕,中,蓝,1512998356,0,f18b5bf4,2907033774850048,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
170.168,普通弹幕,中,蓝,1512998351,0,f18b5bf4,2907033743392768,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
168.404,普通弹幕,中,蓝,1512998343,0,f18b5bf4,2907033741819904,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
167.075,普通弹幕,中,蓝,1512998337,0,f18b5bf4,2907033740247040,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
187.704,普通弹幕,中,蓝,1512998334,0,f18b5bf4,2907033765412864,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
165.236,普通弹幕,中,蓝,1512998329,0,f18b5bf4,2907033739198464,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
161.013,普通弹幕,中,蓝,1512998309,0,f18b5bf4,2907033736577024,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
162.296,普通弹幕,中,蓝,1512998298,0,f18b5bf4,2907033737625600,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
158.329,普通弹幕,中,蓝,1512998295,0,f18b5bf4,2907033735004160,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
154.291,普通弹幕,中,蓝,1512998276,0,f18b5bf4,2907033731334144,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
174.938,普通弹幕,中,蓝,1512998268,0,f18b5bf4,2907033749684224,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
562.78,普通弹幕,中,青,1512998267,0,7a11b8c5,2907033729761280,绅士【滑稽】
152.131,普通弹幕,中,蓝,1512998263,0,f18b5bf4,2907033728712704,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
150.995,普通弹幕,中,蓝,1512998258,0,f18b5bf4,2907033727664128,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
149.94,普通弹幕,中,蓝,1512998252,0,f18b5bf4,2907033726091264,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
148.824,普通弹幕,中,蓝,1512998245,0,f18b5bf4,2907033724518400,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
147.659,普通弹幕,中,蓝,1512998240,0,f18b5bf4,2907033723469824,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
147.086,普通弹幕,中,蓝,1512998236,0,f18b5bf4,2907033721896960,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
1108.114,普通弹幕,中,红,1512998236,0,6ca9b0f7,2907033722945536,男生都是坏人，女生都是好人，作者被男人害了么？
144.245,普通弹幕,中,蓝,1512998223,0,f18b5bf4,2907033719799808,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
