视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
628.17,底部弹幕,中,白,1588175790,0,c3d3f3fa,31999191985160195,滑滑蛋
347.984,普通弹幕,中,白,1588175358,0,4ef3453f,31998965496938501,补100岁番
1311.118,普通弹幕,中,白,1588175238,0,86478b29,31998903017013255,皇室战争
1292.684,普通弹幕,中,白,1588175218,0,86478b29,31998892535971847,开炮！
578.715,普通弹幕,中,黄,1588175055,0,1cb0ef2a,31998806624567303,体验什么［滑稽］
1422.986,普通弹幕,中,白,1588174019,0,5dabdf43,31998263645700103,小抖一手
1271.688,普通弹幕,中,白,1588174009,0,213fb2ae,31998258260213767,哇！兄弟超勇的
333.714,普通弹幕,中,黄,1588173822,0,4fa0c1e1,31998160635166727,刚出生的番
771.689,普通弹幕,中,白,1588173645,0,89632a3d,31998067356991495,哇哦
948.743,普通弹幕,中,白,1588173627,0,213fb2ae,31998058363355141,妙啊
72.467,普通弹幕,中,红,1588173561,0,1e4c9587,31998023747239941,可真安全……
275.701,普通弹幕,中,红,1588173402,0,769db374,31997939993804807,危   贩卖机   危
779.321,普通弹幕,中,白,1588172636,0,213fb2ae,31997538763538437,气突橘
555.714,普通弹幕,中,白,1588172394,0,213fb2ae,31997411709681667,干得漂亮
480.874,普通弹幕,中,白,1588172313,0,213fb2ae,31997369149030403,绅士在此
1272.058,普通弹幕,中,白,1588171313,0,5e4f81c7,31996845001539589,走好
34.179,普通弹幕,中,红,1588170197,0,a983a785,31996259670163463,开始吟唱
155.633,普通弹幕,中,红,1588169670,0,ffc16e5d,31995983767797767,神曲
22.854,普通弹幕,中,绿,1588169410,0,ffc16e5d,31995847060226051,众所周知，小混混是学园都市的高危职业
78.983,普通弹幕,中,白,1588169352,0,c67fe9b7,31995816715485187,要男主的去魔法禁书目录
1002.778,普通弹幕,中,白,1588168726,0,c9171233,31995488380649477,她陷入了沉思
1396.357,普通弹幕,中,白,1588168573,0,67e8a148,31995408442982403,原子弹了解下？
1278.376,普通弹幕,中,蓝,1588168550,0,2e326599,31995396542693379,西道利连嗖！
265.051,底部弹幕,中,黄,1588168547,0,1e826380,31995394654208003,贝蒂的声优
28.82,普通弹幕,中,白,1588168530,0,49143508,31995385905938437,热心市民御坂美琴
1251.177,普通弹幕,中,白,1588168340,0,67e8a148,31995286241935367,兄弟，总部帮不了了，一路走好
1103.361,普通弹幕,中,白,1588168232,0,29db60da,31995229754097733,热心市民御坂美琴
1199.197,普通弹幕,中,白,1588168211,0,67e8a148,31995218687426565,狙击手已就位，总部，可以发出指令了
553.678,普通弹幕,中,白,1588168135,0,f80b6df,31995178648076295,泪爷，永远滴神!
1097.357,普通弹幕,中,白,1588167965,0,67e8a148,31995089645469703,张三快跑！不要回头，快跑啊！！！
12.471,普通弹幕,中,白,1588167679,0,74050e63,31994939680751619,看了一遍又一遍真好看
748.231,普通弹幕,中,白,1588167424,0,c4b1a134,31994806157180935,前方名场片
962.985,普通弹幕,中,黄,1588167005,0,e9f0e20f,31994586064748549,啦啦啦
644.37,普通弹幕,中,蓝,1588166863,0,4139673,31994511964504071,高坂京介要笑死
1123.786,普通弹幕,中,白,1588166430,0,b2e4c7e8,31994284777930759,劫匪危
519.273,普通弹幕,中,白,1588166406,0,32e53833,31994272197640195,17下
436.53,普通弹幕,中,白,1588166110,0,173cbabd,31994116972216387,当麻：整挺好
422.677,普通弹幕,中,白,1588165601,0,8d4cbeaf,31993850080788485,找男主去魔禁（滑稽）
465.288,普通弹幕,中,白,1588165389,0,fd48e2,31993739337531395,人间天堂
328.385,普通弹幕,中,蓝,1588164314,0,5af26f1f,31993175250305031,致敬卓别林，不要乱说
566.523,普通弹幕,中,白,1588163329,0,707a222a,31992659228229635,狙击手今晚跟迪丽热巴一桌
438.45,普通弹幕,中,白,1588163153,0,27d5655d,31992566877519879,Hey! Rick，come here!
160.461,普通弹幕,中,白,1588162789,0,5f3cbff,31992375886741509,666
1248.742,普通弹幕,中,白,1588160846,0,ba9a429d,31991357458350087,热心市民
347.0,普通弹幕,中,白,1588160844,0,f2c1aa0d,31991356402958339,6岁番
1208.335,普通弹幕,中,白,1588160806,0,ba9a429d,31991336257191943,热心市民上线
1170.254,普通弹幕,中,白,1588160768,0,ba9a429d,31991316263469059,热心市民
1116.66,普通弹幕,中,白,1588160715,0,ba9a429d,31991288438980611,热心市民上线
868.42,普通弹幕,中,白,1588160571,0,3e5b8939,31991212938887175,度日该喝喝
1002.891,普通弹幕,中,白,1588159970,0,fd8261e7,31990897969201157,红红火火恍恍惚惚
343.99,普通弹幕,中,白,1588159575,0,e80fd2e3,31990690983444485,补8岁的番
842.262,普通弹幕,中,白,1588158507,0,f626213,31990130826280965,泪爷好
398.334,普通弹幕,中,白,1588157818,0,f626213,31989769603383301,补3岁的番
0.703,普通弹幕,中,白,1588157183,0,12830fb7,31989436808429573,专程回来投币
1293.936,普通弹幕,中,白,1588156511,0,abf2d206,31989084311781381,求此时硬币受到的力
1294.712,普通弹幕,中,黄,1588155996,0,8e8e5527,31988814303461381,这辆车已经被二乔摸过了
799.964,普通弹幕,中,黄,1588155986,0,891ba1b6,31988808981938247,谁注意到了辣个男人
778.371,普通弹幕,中,黄,1588155949,0,891ba1b6,31988789630468165,大橘
500.267,普通弹幕,中,黄,1588155661,0,891ba1b6,31988638945902597,高能
590.493,普通弹幕,中,黄,1588155626,0,891ba1b6,31988620317949957,橘番
563.372,普通弹幕,中,黄,1588155599,0,891ba1b6,31988606098210819,这片子（滑稽）
545.843,普通弹幕,中,黄,1588155581,0,891ba1b6,31988596912160775,nbnb
514.875,普通弹幕,中,黄,1588155550,0,891ba1b6,31988580670242819,好快的车车
497.155,普通弹幕,中,黄,1588155532,0,891ba1b6,31988571387723783,摄影师nb
481.089,普通弹幕,中,黄,1588155516,0,891ba1b6,31988562961367047,好绅士
420.865,底部弹幕,中,黄,1588155456,0,891ba1b6,31988531383500803,可惜没男主
407.298,底部弹幕,中,黄,1588155443,0,891ba1b6,31988524274155523,ヽ(￣▽￣)و
396.131,底部弹幕,中,黄,1588155431,0,891ba1b6,31988518424674309,......
354.089,底部弹幕,中,黄,1588155389,0,891ba1b6,31988496379412483,绅士
10.854,普通弹幕,中,白,1588154460,0,d6450153,31988009099329541,Bilibili 开始的地方
1268.549,普通弹幕,中,紫,1588154219,0,f29641b1,31987882559275011,劫~匪~一~路~走~好~
785.28,普通弹幕,中,白,1588153783,0,f29641b1,31987654021611525,高举黑琴大旗
530.512,普通弹幕,中,白,1588153683,0,f29641b1,31987601674076167,前方上升气流
608.147,普通弹幕,中,白,1588153466,0,350a0525,31987488243843079,剧本掌握，上升气流，爷的衣柜
1334.897,普通弹幕,中,白,1588152914,0,84e41c3f,31987198350852099,该车中国造
1442.252,普通弹幕,中,白,1588152343,0,cb163dba,31986898970869767,09年感人的画质竟然这么好看
494.234,底部弹幕,中,黄,1588152118,0,a322c003,31986781396140035,没错没错
995.761,普通弹幕,中,白,1588151886,0,cb163dba,31986659522772997,注意那个眼神
623.531,普通弹幕,中,白,1588151520,0,cb163dba,31986467707813891,喝了假酒的人
623.531,普通弹幕,中,白,1588151486,0,cb163dba,31986450158845957,实力分布
175.351,普通弹幕,中,白,1588151456,0,1e0af2c4,31986433937375235,哔哩哔哩干杯
533.625,普通弹幕,中,白,1588151390,0,cb163dba,31986399811469315,手握剧本的LV6上升气流即将出场
397.639,普通弹幕,中,白,1588151134,0,cb163dba,31986265176408071,一定送一血的光子
66.153,普通弹幕,中,白,1588150949,0,b0990271,31986168575295495,世界核平
1334.511,普通弹幕,中,白,1588150657,0,68baf4e1,31986015475335171,马————路————
1127.09,普通弹幕,中,白,1588150377,0,68baf4e1,31985868706152453,劫——————匪——————
433.419,普通弹幕,中,白,1588150126,0,b8e81faa,31985736949956613,都是女的？
7.861,普通弹幕,中,白,1588150000,0,7d84416d,31985671012352007,9999999
684.415,普通弹幕,中,白,1588149567,0,ce4fb27b,31985443833118723,这是什么类型的番
395.486,普通弹幕,中,白,1588149068,0,ce4fb27b,31985182399004675,画质不错
1.861,普通弹幕,中,白,1588148692,0,f97537ba,31984984924356613,PP
383.551,普通弹幕,中,白,1588148660,0,f6e1c2f4,31984968263008259,补10岁的番
1404.449,普通弹幕,中,白,1588148336,0,cb4a863c,31984798311383045,最安全的地方没有13区？
1385.642,普通弹幕,中,白,1588148296,0,cb4a863c,31984777331474439,黑子不就是男主？doge
