视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
905.627,底部弹幕,中,红,1520438359,0,360255ce,2907100748447744,太暴力了！
15.2,普通弹幕,中,粉,1520436941,0,63c43898,2907100747923456,你指尖跃动的电光，是我此生永不磨灭的信仰，唯我超电磁炮永世长存。
523.078,普通弹幕,中,白,1520435676,0,b28b930d,2907100745826304,a a  a  放开她让我来
598.939,普通弹幕,中,白,1520433177,0,57b01c5c,2907100741107712,没有男主
9.779,普通弹幕,中,白,1520432247,0,8ad5f817,2907100740059136,补番
1451.0,普通弹幕,中,白,1520432216,0,d194d55,2907100739534848,真---原地踏步
324.893,底部弹幕,中,白,1520431903,0,a970368a,2907100737437696,卓别林？
3.692,普通弹幕,中,白,1520431416,0,66cd5489,2907100736389120,其实我是来补课的
165.0,普通弹幕,中,白,1520430177,0,d194d55,2907100735864832,战歌起！！！！！！！！！！！！！！！！！
1258.594,普通弹幕,中,白,1520429649,0,f4fc8908,2907100734816256,壮士走好
285.63,普通弹幕,中,白,1520429053,0,a970368a,2907100732719104,炮姐威武……
50.78,普通弹幕,中,白,1520428503,0,f4fc8908,2907100732194816,久仰大名
342.101,普通弹幕,中,红,1520427991,0,e032e960,2907100731146240,BGm好评
949.201,普通弹幕,中,红,1520427411,0,12f51350,2907100729049088,连续光速打脸
378.001,普通弹幕,中,白,1520427276,0,608b2731,2907100728000512,夹击妹抖
4.301,底部弹幕,中,黄,1520426222,0,367a2e92,2907100727476224,来听歌
61.566,普通弹幕,中,红,1520426080,0,2fcd0868,2907100726427648,专业打脸……
12.579,普通弹幕,中,白,1520425714,0,1656f0b,2907100724854784,久仰大名
44.26,底部弹幕,中,蓝,1520424509,0,3f3b98f2,2907100723281920,久仰大名，前来补番
1179.682,普通弹幕,中,白,1520423650,0,38346ed0,2907100722233344,白王万岁
517.565,普通弹幕,中,白,1520423568,0,914d5347,2907100721184768,额，随便跳的我表示很惊讶
739.943,普通弹幕,中,蓝,1520421974,0,a09eba0d,2907100719087616,蓝猫淘气三千问！
730.002,普通弹幕,中,蓝,1520421955,0,a09eba0d,2907100718039040,蓝猫淘气三千问！
1256.898,普通弹幕,中,白,1520421473,0,d0ed64d8,2907100716990464, 官方吐槽
