视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
174.557,普通弹幕,中,白,1583078374,0,a7a6ac19,29326677917040647,有男主吗？
154.92,普通弹幕,中,白,1583077951,0,e12739b0,29326456284250117,全体唱战歌
1418.292,普通弹幕,中,红,1583077841,0,8bab3035,29326398580588551,上一个无敌的，已经迷路了。
20.271,普通弹幕,中,白,1583077317,0,f07d6d1a,29326123993137159,这画质真牛逼
1403.817,普通弹幕,中,白,1583077150,0,78741972,29326036340572165,好看么？
507.532,普通弹幕,中,黄,1583076719,0,8bab3035,29325810328403973,车，好快的车。
471.701,普通弹幕,中,黄,1583076638,0,8bab3035,29325767864221699,我水神共工就呡一口
1199.288,普通弹幕,中,白,1583076298,0,76c836dc,29325589838036997,八门遁甲 开
193.581,普通弹幕,中,白,1583076132,0,88d3a3de,29325502466490371,大佬们限免到什么时候？
162.795,底部弹幕,中,红,1583076114,0,29b57778,29325493095890951,君指尖跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！
157.555,底部弹幕,中,红,1583076104,0,29b57778,29325487876603909,君指尖跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！
173.298,普通弹幕,中,白,1583075763,0,78741972,29325309389570051,为什么讲的是妹子
1409.177,底部弹幕,中,黄,1583075760,0,e5f6201c,29325307859697671,啊~~~
165.438,普通弹幕,中,白,1583075747,0,78741972,29325300925464581,为什么讲的是妹子
15.669,普通弹幕,中,白,1583075728,0,8ed2aee0,29325290849697795,壮士走好
1383.523,底部弹幕,中,黄,1583075658,0,e5f6201c,29325254426886147,菊事大好
1345.736,普通弹幕,中,白,1583075432,0,5e8754a8,29325135532523527,人格修正！
951.237,普通弹幕,中,白,1583075369,0,ab4a263,29325102937538563,真想
14.09,普通弹幕,中,白,1583075299,0,369f26e9,29325066275651655,白嫖
17.266,普通弹幕,中,白,1583075286,0,67d42a04,29325059432644613,限免到什么时候啊
1147.019,普通弹幕,中,白,1583074826,0,9eecd5fc,29324818225037319,百ki个搜演！沙铁撕kai发
177.269,普通弹幕,中,白,1583074681,0,1826d6ab,29324741905481733,黑琴赛高
815.045,普通弹幕,中,白,1583074181,0,806fc47f,29324479750471683,好听就是好头
17.521,底部弹幕,中,红,1583074170,0,4416f6aa,29324474293157895,限免啦！！！
797.481,普通弹幕,中,白,1583074161,0,22e5f48c,29324469365899267,duang
165.877,普通弹幕,中,红,1583074156,0,51098e28,29324466631213059,帅啊
146.839,普通弹幕,中,白,1583074007,0,b77f9716,29324388680597511,全是女的吗？
72.622,普通弹幕,中,白,1583074004,0,cd9c0874,29324386796306439,哈哈哈
478.157,普通弹幕,中,白,1583073521,0,ae6383ea,29324133783830535,一人一勺，不准用瓢
1324.928,普通弹幕,中,白,1583073296,0,2b3724f3,29324015794388997,又炸了一条街
47.531,普通弹幕,中,白,1583073281,0,c88f947c,29324007793754119,二三十年指英国德国还在中世纪时代。。
1157.033,普通弹幕,中,白,1583073274,0,39baea4d,29324004198711363,男主呢？？？？？？？？？
1244.626,普通弹幕,中,白,1583073216,0,2b3724f3,29323973902204933,弹幕护体
1069.314,普通弹幕,中,白,1583073130,0,39baea4d,29323928930353157,hhhhh
175.653,普通弹幕,中,白,1583073125,0,3d5a4404,29323926376546307,BGM是什么
19.628,普通弹幕,中,白,1583073071,0,492a6d83,29323897990545413,哈哈
1022.03,普通弹幕,中,白,1583073058,0,39baea4d,29323891321077829,hhhhhhhhhh
528.651,普通弹幕,中,白,1583073022,0,543baaf6,29323872450379779,???
459.368,普通弹幕,中,白,1583072678,0,95647b,29323692018761735,看来投币会死人，我还是白嫖吧（doge）
1364.559,普通弹幕,中,白,1583072243,0,bcd8a6ae,29323463988084739,感觉妹妹的能力比姐姐强呀
59.999,普通弹幕,中,黄,1583072171,0,39a7d2ea,29323426066333703,白给
1420.444,底部弹幕,中,橙,1583072067,0,c5e3cb2f,29323371324375045,逆子住口
