视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
195.635,普通弹幕,中,白,1602085773,0,3ae3f3d5,39292029404446723,( ゜ -゜)つロ 乾杯~
187.775,普通弹幕,中,白,1602085749,0,3ae3f3d5,39292016606576647,(゜-゜)つロ 乾杯~
179.655,普通弹幕,中,白,1602085643,0,3ae3f3d5,39291961460391939,( ゜ -゜)つロ 乾杯~
177.516,普通弹幕,中,白,1602085570,0,3ae3f3d5,39291923006488579,哔哩哔哩干杯！
1090.381,普通弹幕,中,白,1602084754,0,c41e5da3,39291495385661447,一般市民御坂美琴
925.862,普通弹幕,中,白,1602084565,0,c41e5da3,39291396246994949,超喜欢泪子
917.942,普通弹幕,中,白,1602084550,0,c41e5da3,39291388293021703,泪子真的可爱
880.161,普通弹幕,中,白,1602084066,0,a58d96b5,39291134584291331,？？书包上的呱太？
1343.905,普通弹幕,中,白,1602083800,0,34ea12c6,39290994925502469,注意口袋，要考的
1124.194,普通弹幕,中,白,1602083556,0,34ea12c6,39290867207897095,劫——匪——
1066.105,普通弹幕,中,白,1602083485,0,34ea12c6,39290829877018629,触发副本
161.698,普通弹幕,中,白,1602083432,0,2ef8f8ba,39290802010587205,哔哩哔哩 (゜-゜)つロ 乾杯~
619.965,底部弹幕,中,红,1602081819,0,34ea12c6,39289956176232453,泪爷情商真的高
243.222,普通弹幕,中,白,1602081742,0,10cb7e21,39289915944468487,https://b23.tv/BNtRt9
434.346,底部弹幕,中,红,1602081614,0,34ea12c6,39289848872828935,而且炮姐还有很多技能点 点到了除了破坏力以外的方面去了2333
67.917,底部弹幕,中,红,1602081042,0,34ea12c6,39289548770377731,安心：指安葬心脏
29.001,底部弹幕,中,红,1602080952,0,34ea12c6,39289501800988675,小——混——混——
512.271,普通弹幕,小,白,1602080555,0,8f4cc372,39289293763510279,疯忌萎辕
173.218,普通弹幕,中,白,1602080142,0,c5de6d94,39289077131903045,刚从第三季过来
198.85,普通弹幕,中,白,1602077675,0,73d3ec40,39287783923122181,哔哩哔哩(゜-゜)つロ 干杯~-
582.252,普通弹幕,中,白,1602077523,0,7d5cb1d3,39287704171577349,佐天好飒
9.206,普通弹幕,中,白,1602075197,0,1e041a45,39286484316979205,真好看
12.879,普通弹幕,中,白,1602071244,0,307967d6,39284412149399559,头像
1263.91,普通弹幕,中,白,1602071177,0,f73dfa18,39284377081872389,一路走好
1267.095,普通弹幕,中,白,1602069911,0,2c39ce4,39283713071120389,太勇了
843.458,普通弹幕,中,白,1602069239,0,7691061f,39283360678805511,泪爷nb！
744.144,普通弹幕,中,白,1602069115,0,7691061f,39283295858982915,前方高冷
726.829,普通弹幕,中,白,1602069096,0,7691061f,39283285630648323,wawaw
1246.985,普通弹幕,中,白,1602068594,0,ec082191,39283022455373827,壮士一路走好
1133.925,普通弹幕,中,白,1602068472,0,ec082191,39282958674165765,R.I.P
19.565,普通弹幕,中,白,1602067494,0,ec082191,39282446042660867,路走窄了
1139.604,普通弹幕,中,白,1602067021,0,7ff1a846,39282198070689795,闪电五连鞭
896.945,普通弹幕,中,白,1602064943,0,f4dacaac,39281108655276035,巧了，亚梦声优就在身后
450.523,普通弹幕,中,白,1602064602,0,8e854c92,39280929793900551,这个散布爱了
150.14,普通弹幕,中,白,1602064087,0,c3ef2cb,39280659567476741,来听歌的
348.862,普通弹幕,中,白,1602063278,0,4f414b9,39280235489263621,为何没男的
1310.236,普通弹幕,中,白,1602062864,0,569c2b5a,39280018690932743,电击小子表示很淦
544.882,普通弹幕,中,白,1602062445,0,a80fad48,39279798970220551,此番有男主客串，但很少
447.7,普通弹幕,中,白,1602059624,0,8777552,39278319831089157,这部番没男主？
124.012,底部弹幕,中,紫,1602059590,0,e72dd4c2,39278302010015751,刻在DNA里的声线
97.46,底部弹幕,中,紫,1602059449,0,e72dd4c2,39278228015153155,贝蒂！！？？
700.316,普通弹幕,中,白,1602059248,0,5b3162ec,39278122590273543,－－
5.9,普通弹幕,中,白,1602058036,0,20af068a,39277487350874117,自由自在
171.543,普通弹幕,中,白,1602057040,0,8194f87f,39276965121753091,哔哩哔哩（゜-゜)つロ 乾杯～～
1305.388,底部弹幕,中,白,1602055097,0,a090dc6d,39275946391896069,上一个无敌的已经开始带娃了
574.828,普通弹幕,中,白,1602053921,0,673efcbc,39275329758429189,lsp
35.899,底部弹幕,中,红,1602053876,0,c775526b,39275306290249735,危 小混混 危
1428.337,普通弹幕,中,白,1602053064,0,c0c18983,39274880211877891,上一个无敌的已经被救护车碾死了
88.992,普通弹幕,中,白,1602052490,0,bd54e155,39274579253788677,从魔禁来
157.774,普通弹幕,中,白,1602052234,0,ac35b9f8,39274445140918279,哔哩哔哩 - (゜- ゜)つロ 乾杯~
150.07,普通弹幕,中,白,1602049196,0,54dc2593,39272852477181959,哔哩哔哩(゜-゜)つロ 干杯~
1141.446,普通弹幕,中,白,1602048660,0,b1aea75a,39272571663286279,好帅好帅
1076.207,普通弹幕,中,白,1602048615,0,b1aea75a,39272548139008003,哦豁遭起
754.579,普通弹幕,中,白,1602048370,0,b1aea75a,39272419262726147,开始吟唱
184.639,普通弹幕,中,白,1602048318,0,d8dec8a6,39272392173813767,哔哩哔哩(゜-゜)つロ 干杯~
279.521,普通弹幕,中,白,1602047971,0,b1aea75a,39272210249547783,金坷垃（哎呀好像早了）
519.038,普通弹幕,中,白,1602047757,0,9923f3f8,39272098003156997,哈哈哈哈
1.099,普通弹幕,中,白,1602047672,0,12cf78f0,39272053457027079,心火烧
498.336,底部弹幕,中,白,1602047266,0,cca12661,39271840454541319,还不快感谢黑哥
269.92,底部弹幕,中,红,1602045843,0,74a84630,39271094693658629,危   贩卖机  危
1283.873,普通弹幕,中,白,1602045793,0,fc298ddc,39271068254339077,大爷?冰箱?
178.301,底部弹幕,中,淡蓝,1602045669,0,74a84630,39271003427176453,哔哩哔哩 （゜-゜）つロ 干杯~
155.825,底部弹幕,中,淡蓝,1602045647,0,74a84630,39270991640133637,哔哩哔哩 （゜-゜）つロ 干杯~-
899.513,普通弹幕,中,白,1602045381,0,fc298ddc,39270852394483719,no7 骨气 削板军霸
895.833,普通弹幕,中,白,1602045338,0,fc298ddc,39270830016299015,no5 心理操控  食蜂操析
886.833,普通弹幕,中,白,1602045220,0,fc298ddc,39270768110469125,no2未元物质 垣根帝督
1169.766,普通弹幕,中,白,1602045177,0,f1213903,39270745119391747,烧烤
882.673,普通弹幕,中,白,1602045174,0,fc298ddc,39270743778787335,no1  矢量操控  一方通行
595.193,普通弹幕,中,白,1602044836,0,fc298ddc,39270566739836995,好像初春在越狱篇要超神
354.833,普通弹幕,中,白,1602044582,0,fc298ddc,39270433568063495,常盘台是女校啊
1.02,普通弹幕,中,白,1602044570,0,a1427eed,39270426912227335,温故而知新
234.774,普通弹幕,中,白,1602043821,0,ee790e90,39270034477416451,平静的BGM
1007.596,普通弹幕,中,白,1602042632,0,fe6f697b,39269410807480327,此时一只炮姐失去了梦想
1182.94,普通弹幕,中,白,1602041184,0,cdd17964,39268651925241859,绅士行为
1173.94,普通弹幕,中,白,1602041154,0,cdd17964,39268636389539843,绅士确信（声优梗）
8.347,普通弹幕,中,白,1602040801,0,54bd5b12,39268450955689987,天堂
206.835,普通弹幕,中,白,1602037504,0,f8b5cf2c,39266722452602885,乾杯
64.372,普通弹幕,中,白,1602036794,0,f3f100ae,39266350392147975,完全？
541.523,普通弹幕,中,白,1602036754,0,25cba33f,39266329374490627,S∽B∽！
462.903,普通弹幕,中,白,1602036663,0,25cba33f,39266281364914181,下次丕定
230.978,普通弹幕,中,白,1602035883,0,d3b23cee,39265872497868807,哔哩哔哩
1028.388,普通弹幕,中,白,1602032995,0,d8b0ba72,39264358316376067,煎饼果子
236.964,普通弹幕,中,白,1602025118,0,e3bca27b,39260228508188677,干杯
126.624,普通弹幕,中,白,1602023042,0,e3bca27b,39259140154458119,这声音好像贝蒂
933.308,普通弹幕,中,白,1602007322,0,f6dbaa96,39250898209734659,说兵长视角的，小心后颈肉（dog）
195.55,普通弹幕,中,白,1602005959,0,29471308,39250183934967815,哔哩哔哩-(゜-゜)つロ乾杯~
14.956,普通弹幕,中,白,1602005779,0,29471308,39250089230729221,复习
1192.914,底部弹幕,中,白,1602005418,0,da640e9a,39249900398444549,哦？插棍子的佩恩？下面是仙鸣？
227.715,普通弹幕,中,白,1602002186,0,150f4edc,39248205611270147,哔哩哔哩 (゜-゜)つロ 干杯~
673.217,普通弹幕,中,白,1602001652,0,ece26b54,39247925521416195,仔细一听，还真是亚梦。。
100.892,普通弹幕,中,白,1601999267,0,d54600b6,39246675311067141,黑子
