视频内弹幕出现时间,弹幕类型,弹幕字号,弹幕颜色,弹幕发送时间,弹幕池类型,发送者UID的HASH,弹幕dmID,弹幕内容
934.736,普通弹幕,中,绿,1534175969,0,fde2cc56,3687734047145984,Waduwadu
525.313,普通弹幕,中,白,1534175778,0,f882975f,3687634006704128,还好我有生肉
1372.327,普通弹幕,中,白,1534175359,0,304b54a5,3687414011789312,flag以立
6.795,普通弹幕,中,白,1534174294,0,5a243903,3686855946534912,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き
544.825,底部弹幕,中,黄,1534173004,0,7c9be39c,3686179482894338,官方报颜色，可以的
1202.944,普通弹幕,中,红,1534172275,0,aab4cc1,3685797281136642,人体描边大师
1141.675,普通弹幕,中,红,1534172199,0,aab4cc1,3685757703684096,送你离开 千里之外～
1013.931,普通弹幕,中,绿,1534172053,0,aab4cc1,3685681094197252,某科学的呱太
862.635,普通弹幕,中,黄,1534171894,0,aab4cc1,3685597362782210,钢铁头
803.243,普通弹幕,中,黄,1534171828,0,aab4cc1,3685563087978500,大橘已定
780.715,普通弹幕,中,黄,1534171780,0,aab4cc1,3685537560920068,hentai！突然变色
148.224,普通弹幕,中,红,1534171659,0,4c77720b,3685474606514176,君指先跃动の光は、私の一生不变の信に、唯私の超电磁炮永生き
135.851,普通弹幕,中,白,1534171637,0,4c77720b,3685462774906882,君指先跃动の光は、私の一生不变の信に、唯私の超电磁炮永生き
1234.852,普通弹幕,中,白,1534171194,0,98d06b3c,3685230795816962,壮士走好
1125.972,普通弹幕,中,白,1534171080,0,98d06b3c,3685170585010176,壮士走好
177.664,普通弹幕,中,白,1534171015,0,40193192,3685136479027204,君指尖先跃动の光は、私の一生不変の信仰に、唯私の超电磁砲永世生き
985.989,普通弹幕,中,绿,1534170945,0,1faf67a1,3685100097110016,wadu heck!
1004.732,普通弹幕,中,白,1534170942,0,98d06b3c,3685098353328128,当场去世
40.481,普通弹幕,中,蓝,1534170758,0,fc489916,3685002083041282,前方高能
1084.055,普通弹幕,中,白,1534170736,0,85e58f8a,3684990671388672,有的有
23.282,普通弹幕,中,蓝,1534170735,0,fc489916,3684989946298372,夹击妹抖
243.415,普通弹幕,中,绿,1534170587,0,1ffa181a,3684912270934020,中文瞩目
579.758,普通弹幕,中,白,1534170349,0,85e58f8a,3684787796049920,这是能光合作用的么
330.719,普通弹幕,中,白,1534170076,0,85e58f8a,3684644668047364,不太卓别林
1244.852,普通弹幕,中,白,1534170072,0,6da4a8a6,3684642143600644,壮士走好
109.568,普通弹幕,中,白,1534169945,0,85e58f8a,3684575487197184,切格拉瓦嘛
378.579,底部弹幕,中,黄,1534169494,0,dac69019,3684339463749632,夹击妹抖5
542.499,普通弹幕,中,白,1534169297,0,fbeb934a,3684235803623426,有男主吗？这番
63.423,底部弹幕,中,黄,1534169199,0,dac69019,3684184549228548,前方高能
780.095,普通弹幕,中,白,1534168707,0,c7ed3a51,3683926716973056,好有弹性的脸
535.935,普通弹幕,中,白,1534168396,0,c7ed3a51,3683763622510596,高能来袭
58.961,普通弹幕,中,白,1534167891,0,f00ad3cc,3683498737008644,qiu neng liu ku
76.79,普通弹幕,中,红,1534166609,0,3878d77d,3682826784342016,用爱发电！快啊（滑稽）
1296.168,普通弹幕,中,白,1534166559,0,6d3f1458,3682800701014016,炮姐黑化也是很NB的！！！
776.812,普通弹幕,中,白,1534166180,0,e532b41a,3682601643540480,不是百合番，友情提示。
13.886,普通弹幕,中,白,1534165971,0,19ff33b8,3682492000239620,请多指教
1301.185,底部弹幕,中,红,1534165320,0,6fc423ef,3682150933594112,开炮！！！
171.563,普通弹幕,中,白,1534165206,0,a25e3d41,3682090957144064,炮姐炮姐炮姐
1393.429,普通弹幕,中,黄,1534165061,0,b6145e78,3682015239995392,大橘已定
144.136,普通弹幕,中,白,1534164666,0,89173b4a,3681808118448132,君指先跃动の光は，私の一生不变の信仰に，唯私の超電磁炮永世生き
186.916,普通弹幕,中,白,1534164636,0,94cc0f7d,3681792272891904,你们懒了，我看见屏幕了！！
532.904,普通弹幕,中,白,1534164635,0,1a07efaa,3681792040632320,为什么没有男主？
176.181,普通弹幕,中,白,1534162424,0,8a59b1c2,3680632570904576,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き.
172.741,普通弹幕,中,白,1534162421,0,8a59b1c2,3680630765256704,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き.
168.88,普通弹幕,中,白,1534162417,0,8a59b1c2,3680628737310720,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き.
217.507,普通弹幕,中,白,1534161026,0,ab301a88,3679899853783040,一脸懵逼、都讲的啥
127.726,普通弹幕,中,白,1534160947,0,6f65a398,3679858026086404,没男主
162.589,普通弹幕,中,白,1534160662,0,a160f143,3679708807954432,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！
39.52,普通弹幕,中,白,1534160402,0,3bd7b093,3679572598980612,车祸了
936.5,普通弹幕,中,白,1534160184,0,2f7b10e4,3679458097102852,光速打脸
